show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s2895,TV Show,Taj Mahal 1989,Not Given,Argentina,21-02-2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s2901,TV Show,Love Is Blind,Not Given,Brazil,20-02-2020,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries"
s2903,TV Show,Narcos: Mexico,Not Given,United States,17-02-2020,2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
s2911,TV Show,We Bare Bears,Not Given,Cyprus,15-02-2020,2017,TV-Y,1 Season,"Kids' TV, TV Comedies"
s3014,TV Show,Captain Underpants Epic Choice-o-Rama,Not Given,United States,17-01-2020,2019,TV-PG,2 Seasons,Reality TV
s2918,TV Show,Better Call Saul,Not Given,India,14-02-2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s2921,TV Show,Dragons: Rescue Riders,Not Given,United States,13-02-2020,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows"
s2922,TV Show,Fifty: The Series,Not Given,Mexico,13-02-2020,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas"
s2927,TV Show,Locke & Key,Not Given,United States,12-02-2020,2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies"
s2928,Movie,Cagaster of an Insect Cage,Not Given,United States,11-02-2020,2020,TV-Y7,81 min,"Children & Family Movies, Comedies"
s2932,TV Show,Team Kaylie,Not Given,United States,09-02-2020,2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas"
s2938,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Not Given,United States,07-02-2020,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies"
s2939,TV Show,Itaewon Class,Not Given,Nigeria,07-02-2020,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
s2942,TV Show,Night on Earth: Shot in the Dark,Not Given,Canada,07-02-2020,2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries"
s2946,TV Show,No Game No Life,Not Given,Japan,06-02-2020,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
s2954,TV Show,Pop Team Epic,Not Given,United States,03-02-2020,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies"
s2959,TV Show,Shopkins,Not Given,Japan,01-02-2020,2015,TV-MA,1 Season,"Anime Series, International TV Shows"
s2960,TV Show,Palazuelos mi rey,Not Given,South Korea,01-02-2020,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas"
s2965,Movie,Diablero,Not Given,United Kingdom,01-02-2020,2020,TV-PG,59 min,Movies
s2966,TV Show,Luna Nera,Not Given,Japan,01-02-2020,2014,TV-MA,1 Season,"Anime Series, International TV Shows"
s2967,TV Show,Unauthorized Living,Not Given,Japan,01-02-2020,2018,TV-14,1 Season,"Anime Series, International TV Shows"
s2968,TV Show,Ainori Love Wagon: African Journey,Not Given,United States,01-02-2020,2014,TV-Y,1 Season,Kids' TV
s2923,TV Show,THE STRANGER,Not Given,Pakistan,13-02-2020,2019,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows"
s2972,TV Show,What the Love! with Karan Johar,Not Given,Mexico,31-01-2020,2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
s2975,TV Show,Night on Earth,Not Given,Italy,31-01-2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s2977,TV Show,Omniscient,Not Given,Spain,31-01-2020,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s2978,TV Show,Sons of the Caliphate,Not Given,Japan,30-01-2020,2019,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows"
s2980,TV Show,The goop lab with Gwyneth Paltrow,Not Given,United Kingdom,30-01-2020,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
s2981,TV Show,The Ranch,Not Given,United States,30-01-2020,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows"
s2984,TV Show,October Faction,Not Given,United Kingdom,29-01-2020,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV"
s2985,TV Show,​SAINT SEIYA: Knights of the Zodiac,Not Given,Brazil,29-01-2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s2993,TV Show,Pandemic: How to Prevent an Outbreak,Not Given,Nigeria,24-01-2020,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas"
s2994,TV Show,Playing with Fire,Not Given,United States,24-01-2020,2020,TV-MA,1 Season,Reality TV
s2995,TV Show,DreamWorks How to Train Your Dragon Legends,Not Given,United States,24-01-2020,2020,TV-MA,8 Seasons,"TV Comedies, TV Dramas"
s2998,TV Show,Ares,Not Given,United States,23-01-2020,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror"
s2999,TV Show,Handsome Siblings,Not Given,Japan,23-01-2020,2020,TV-14,2 Seasons,"Anime Series, International TV Shows"
s3001,TV Show,Soul Eater,Not Given,United States,22-01-2020,2020,TV-14,1 Season,"Docuseries, Science & Nature TV"
s3002,TV Show,Killer Inside: The Mind of Aaron Hernandez,Not Given,United States,22-01-2020,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s3006,TV Show,The Ollie & Moon Show,Not Given,United States,20-01-2020,2011,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s3011,TV Show,AJ and the Queen,Not Given,Netherlands,17-01-2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s3016,TV Show,Giri - Haji,Not Given,China,16-01-2020,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s3021,TV Show,Harvey Street Kids,Not Given,Japan,16-01-2020,2008,TV-14,1 Season,"Anime Series, International TV Shows"
s3025,TV Show,Medical Police,Not Given,United States,15-01-2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s3029,TV Show,The InBESTigators,Not Given,France,14-01-2020,2018,TV-Y,1 Season,Kids' TV
s3034,TV Show,Until Dawn,Not Given,United States,10-01-2020,2020,TV-14,1 Season,"TV Comedies, TV Dramas"
s3035,TV Show,Dracula,Not Given,United Kingdom,10-01-2020,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
s3036,TV Show,Anne with an E,Not Given,United States,10-01-2020,2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies"
s3038,TV Show,"Sex, Explained",Not Given,United States,10-01-2020,2020,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies"
s3040,TV Show,Thieves of the Wood,Not Given,Australia,10-01-2020,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies"
s3041,TV Show,Because This Is My First Life,Not Given,France,10-01-2020,2020,TV-MA,1 Season,"International TV Shows, Reality TV, TV Comedies"
s3046,TV Show,Border Security: America's Front Line,Not Given,United Kingdom,04-01-2020,2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas"
s3048,TV Show,Cells at Work!,Not Given,Canada,03-01-2020,2019,TV-PG,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
s3050,TV Show,The Healing Powers of Dude,Not Given,United States,02-01-2020,2020,TV-MA,1 Season,"Docuseries, Science & Nature TV"
s3051,TV Show,Live Up To Your Name,Not Given,Belgium,02-01-2020,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
s3053,TV Show,Messiah,Not Given,South Korea,01-01-2020,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3054,TV Show,Mia and Me,Not Given,Canada,01-01-2020,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, Reality TV"
s3056,TV Show,Reply 1988,Not Given,Japan,01-01-2020,2018,TV-PG,1 Season,"Anime Series, Teen TV Shows"
s3031,TV Show,Save Me,Not Given,Pakistan,13-01-2020,2020,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas"
s3064,TV Show,Spinning Out,Not Given,South Korea,01-01-2020,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3066,TV Show,The Bride of Habaek,Not Given,United States,01-01-2020,2020,TV-MA,1 Season,"TV Dramas, TV Thrillers"
s3067,TV Show,ARASHI's Diary -Voyage-,Not Given,Netherlands,01-01-2020,2017,TV-Y7,2 Seasons,Kids' TV
s3072,TV Show,Occupied,Not Given,South Korea,01-01-2020,2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3075,TV Show,Rainbow Ruby,Not Given,South Korea,01-01-2020,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas"
s3076,TV Show,Robot Trains,Not Given,United States,01-01-2020,2020,TV-MA,1 Season,TV Dramas
s3077,TV Show,Yanxi Palace: Princess Adventures,Not Given,South Korea,01-01-2020,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3080,TV Show,The Disastrous Life of Saiki K.: Reawakened,Not Given,Japan,31-12-2019,2019,TV-PG,1 Season,"Docuseries, International TV Shows"
s3083,TV Show,Kevin Hart: Don’t F**k This Up,Not Given,Norway,31-12-2019,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Thrillers"
s3085,TV Show,The Bonfire of Destiny,Not Given,South Korea,31-12-2019,2016,TV-Y,1 Season,Kids' TV
s3086,TV Show,CAROLE & TUESDAY,Not Given,South Korea,31-12-2019,2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows"
s3088,TV Show,Lost in Space,Not Given,China,31-12-2019,2019,TV-14,1 Season,"International TV Shows, TV Dramas"
s3089,TV Show,Private Practice,Not Given,Japan,30-12-2019,2019,TV-14,1 Season,"Anime Series, International TV Shows"
s3093,TV Show,Agent,Not Given,United States,27-12-2019,2019,TV-MA,1 Season,Docuseries
s3096,TV Show,The Witcher,Not Given,France,26-12-2019,2019,TV-MA,1 Season,"International TV Shows, TV Dramas"
s3104,TV Show,Twice Upon A Time,Not Given,Japan,24-12-2019,2019,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows"
s3107,TV Show,Ultraviolet,Not Given,United States,24-12-2019,2019,TV-PG,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s3109,TV Show,Soundtrack,Not Given,United States,22-12-2019,2012,TV-14,6 Seasons,"TV Comedies, TV Dramas"
s3112,TV Show,Cinderella and the Four Knights,Not Given,Mauritius,20-12-2019,2019,TV-MA,1 Season,"International TV Shows, TV Dramas"
s3118,TV Show,Cocomong,Not Given,United States,20-12-2019,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
s3120,TV Show,Crash Landing on You,Not Given,France,19-12-2019,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s3121,TV Show,Scooby-Doo!: Mystery Incorporated,Not Given,Poland,19-12-2019,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s3123,TV Show,What's New Scooby-Doo?,Not Given,United States,18-12-2019,2019,TV-MA,1 Season,"Romantic TV Shows, TV Dramas"
s3128,TV Show,Astronomy Club: The Sketch Show,Not Given,South Korea,15-12-2019,2016,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3129,TV Show,Fuller House,Not Given,United States,15-12-2019,2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows"
s3130,TV Show,Spirit Riding Free: Spirit of Christmas,Not Given,South Korea,15-12-2019,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3147,TV Show,Teasing Master Takagi-san,Not Given,United States,15-12-2019,2012,TV-Y7,2 Seasons,"Kids' TV, TV Comedies"
s3149,TV Show,Three Days of Christmas,Not Given,United States,15-12-2019,2005,TV-Y7,3 Seasons,"Kids' TV, TV Comedies"
s3166,TV Show,The Irishman: In Conversation,Not Given,United States,06-12-2019,2019,TV-MA,1 Season,TV Comedies
s3169,TV Show,Triad Princess,Not Given,United States,06-12-2019,2020,TV-PG,5 Seasons,TV Comedies
s3173,Movie,V Wars,Not Given,United States,06-12-2019,2019,TV-Y7,46 min,Children & Family Movies
s3174,TV Show,The Last O.G.,Not Given,Japan,06-12-2019,2019,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows"
s3177,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,Not Given,Spain,06-12-2019,2019,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s3182,Movie,The Road to Love,Not Given,United States,05-12-2019,2019,TV-MA,24 min,Documentaries
s3178,TV Show,Nightflyers,Not Given,Pakistan,06-12-2019,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows"
s3183,TV Show,Eastsiders,Not Given,United States,05-12-2019,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror"
s3184,TV Show,Lakeeran,Not Given,United States,04-12-2019,2019,TV-MA,2 Seasons,TV Comedies
s3185,TV Show,Chocolate,Not Given,China,04-12-2019,2019,TV-PG,1 Season,"International TV Shows, TV Dramas, Teen TV Shows"
s3186,TV Show,Chip and Potato,Not Given,Colombia,04-12-2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s3188,TV Show,La Reina del Sur,Not Given,United States,02-12-2019,2018,TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy"
s3193,TV Show,Levius,Not Given,United States,01-12-2019,2018,TV-MA,4 Seasons,"TV Comedies, TV Dramas"
s3197,Movie,Lugar de Mulher,Not Given,India,01-12-2019,2016,TV-PG,111 min,"Dramas, International Movies, Romantic Movies"
s3205,TV Show,Merry Happy Whatever,Not Given,South Korea,30-11-2019,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3209,TV Show,Mythomaniac,Not Given,United Kingdom,29-11-2019,2019,TV-Y,2 Seasons,Kids' TV
s3213,TV Show,The Crime,Not Given,Mexico,29-11-2019,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s3220,TV Show,Once Upon A Time In Lingjian Mountain,Not Given,Japan,28-11-2019,2019,TV-14,1 Season,"Anime Series, International TV Shows"
s3221,TV Show,Dolly Parton's Heartstrings,Not Given,Brazil,28-11-2019,2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
s3222,TV Show,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,Not Given,United States,28-11-2019,2019,TV-PG,1 Season,TV Comedies
s3223,TV Show,Nailed It! Holiday!,Not Given,France,28-11-2019,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s3231,TV Show,Narcoworld: Dope Stories,Not Given,Poland,26-11-2019,2015,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s3237,TV Show,Nobody's Looking,Not Given,China,23-11-2019,2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy"
s3239,TV Show,Singapore Social,Not Given,United States,22-11-2019,2019,TV-14,1 Season,TV Dramas
s3241,Movie,The Dragon Prince,Not Given,United States,22-11-2019,2008,TV-MA,56 min,Stand-Up Comedy
s3242,TV Show,Trolls: The Beat Goes On!,Not Given,United States,22-11-2019,2019,TV-PG,2 Seasons,Reality TV
s3243,TV Show,Bangkok Buddies,Not Given,United States,22-11-2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s3244,TV Show,Holiday Secrets,Not Given,Brazil,22-11-2019,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s3246,TV Show,Who Killed Little Gregory?,Not Given,Singapore,22-11-2019,2019,TV-MA,1 Season,"International TV Shows, Reality TV"
s3247,TV Show,Candy Online,Not Given,United States,22-11-2019,2019,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s3248,TV Show,At the Dolphin Bay,Not Given,United States,22-11-2019,2019,TV-Y7,8 Seasons,"Kids' TV, TV Comedies"
s3250,TV Show,I'm with the Band: Nasty Cherry,Not Given,Thailand,20-11-2019,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s3253,TV Show,Inheritors,Not Given,Germany,20-11-2019,2019,TV-MA,1 Season,"International TV Shows, TV Dramas"
s3256,TV Show,K-On!,Not Given,France,20-11-2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s3259,TV Show,Miss Culinary,Not Given,Taiwan,17-11-2019,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows"
s3264,TV Show,La Robe De Mariee Des Cieux,Not Given,Taiwan,15-11-2019,2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows"
s3270,TV Show,Llama Llama,Not Given,United States,15-11-2019,2019,TV-MA,1 Season,Reality TV
s3271,TV Show,My MVP Valentine,Not Given,South Korea,15-11-2019,2013,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3272,TV Show,My Sassy Girl,Not Given,Japan,15-11-2019,2010,TV-PG,2 Seasons,"Anime Series, Teen TV Shows"
s3258,TV Show,The Club,Not Given,Pakistan,19-11-2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s3275,TV Show,The Stranded,Not Given,Taiwan,15-11-2019,2004,TV-MA,1 Season,"International TV Shows, Romantic TV Shows"
s3276,TV Show,The Toys That Made Us,Not Given,United States,15-11-2019,2019,TV-Y,2 Seasons,Kids' TV
s3277,TV Show,The Yard,Not Given,Taiwan,15-11-2019,2002,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s3278,TV Show,My Dear Warrior,Not Given,South Korea,15-11-2019,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3280,TV Show,Maradona in Mexico,Not Given,Mexico,15-11-2019,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s3282,TV Show,Chief of Staff,Not Given,Thailand,15-11-2019,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
s3283,TV Show,Put Your Head on My Shoulder,Not Given,United States,15-11-2019,2019,TV-14,3 Seasons,"Docuseries, Reality TV"
s3284,TV Show,Little Things,Not Given,Turkey,15-11-2019,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s3287,TV Show,Greatest Events of WWII in Colour,Not Given,Thailand,14-11-2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s3288,TV Show,Green Eggs and Ham,Not Given,Argentina,13-11-2019,2020,TV-MA,1 Season,"Docuseries, Spanish-Language TV Shows"
s3289,TV Show,Wild District,Not Given,South Korea,12-11-2019,2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Dramas"
s3292,TV Show,SCAMS,Not Given,China,11-11-2019,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows"
s3294,TV Show,Sam & Cat,Not Given,India,09-11-2019,2019,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
s3295,TV Show,The End of the F***ing World,Not Given,United Kingdom,08-11-2019,2019,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows"
s3296,TV Show,Meet the Adebanjos,Not Given,United Kingdom,08-11-2019,2019,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
s3299,TV Show,The Devil Next Door,Not Given,Colombia,08-11-2019,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s3302,TV Show,100 Things to do Before High School,Not Given,Japan,06-11-2019,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s3305,TV Show,Bella and the Bulldogs,Not Given,United States,05-11-2019,2014,TV-PG,2 Seasons,"Kids' TV, TV Comedies"
s3307,TV Show,Victorious,Not Given,United Kingdom,05-11-2019,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s3311,TV Show,A Year In Space,Not Given,United Kingdom,04-11-2019,2016,TV-PG,3 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s3314,TV Show,Ad Vitam,Not Given,United States,04-11-2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s3315,Movie,Billy on the Street,Not Given,United States,02-11-2019,2014,TV-Y,44 min,Movies
s3317,TV Show,CLANNAD,Not Given,United States,02-11-2019,2015,TV-G,1 Season,"Kids' TV, TV Comedies"
s3326,TV Show,Haikyu!!,Not Given,United States,02-11-2019,2013,TV-G,3 Seasons,"Kids' TV, TV Comedies"
s3328,TV Show,"Love, Chunibyo & Other Delusions!",Not Given,United States,01-11-2019,2015,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
s3329,TV Show,Maid-Sama!,Not Given,France,01-11-2019,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s3331,TV Show,Mobile Suit Gundam: Iron-Blooded Orphans,Not Given,United States,01-11-2019,2016,TV-14,4 Seasons,"International TV Shows, Reality TV, TV Comedies"
s3334,TV Show,Queer Eye: We're in Japan!,Not Given,Japan,01-11-2019,2008,TV-PG,2 Seasons,"Anime Series, Teen TV Shows"
